MURDGRP,SEX,MSA_LABEL,WEAPON_CODE,TOTAL,SOLVED,PERCENT,WEAPON_LABEL,UNSOLVED
9564201,2,"Lexington-Fayette, KY",10,25,17,0.68,Other or type unknown,8
63288323,2,Rural Georgia,16,25,17,0.68,Strangulation - hanging,8
68579341,1,Rural Illinois,1,25,17,0.68,"Blunt object - hammer, club, etc",8
71671478,2,"South Bend-Mishawaka, IN-MI",5,25,17,0.68,"Firearm, type not stated",8
76571954,1,"Dayton, OH",4,25,17,0.68,Fire,8
86598111,1,"Monroe, MI",6,25,17,0.68,"Handgun - pistol, revolver, etc",8
96339203,1,Rural Colorado,1,25,17,0.68,"Blunt object - hammer, club, etc",8
5148011,1,"Macon, GA",10,24,16,0.6666666666666666,Other or type unknown,8
74736401,1,"Chico, CA",14,24,16,0.6666666666666666,Rifle,8
75324677,2,"Scranton--Wilkes-Barre, PA",10,24,16,0.6666666666666666,Other or type unknown,8
86795848,2,Rural Oklahoma,16,24,16,0.6666666666666666,Strangulation - hanging,8
486201,2,"El Centro, CA",7,23,15,0.6521739130434783,Knife or cutting instrument,8
24102109,1,"Tyler, TX",1,23,15,0.6521739130434783,"Blunt object - hammer, club, etc",8
32573317,2,"Tulsa, OK",16,23,15,0.6521739130434783,Strangulation - hanging,8
54375268,2,"Clarksville, TN-KY",10,23,15,0.6521739130434783,Other or type unknown,8
58741868,1,"Jackson, MI",10,23,15,0.6521739130434783,Other or type unknown,8
7169651,2,"Rocky Mount, NC",10,22,14,0.6363636363636364,Other or type unknown,8
28525826,1,"Wichita Falls, TX",10,22,14,0.6363636363636364,Other or type unknown,8
30185746,1,"Trenton-Ewing, NJ",4,22,14,0.6363636363636364,Fire,8
39743596,2,"Corpus Christi, TX",10,22,14,0.6363636363636364,Other or type unknown,8
42467961,1,"Anniston-Oxford, AL",5,22,14,0.6363636363636364,"Firearm, type not stated",8
54446951,1,"Portland-Vancouver-Beaverton, OR-WA",4,22,14,0.6363636363636364,Fire,8
66655658,1,"Toledo, OH",14,22,14,0.6363636363636364,Rifle,8
91713811,1,Rural Vermont,10,22,14,0.6363636363636364,Other or type unknown,8
98626086,2,Rural Mississippi,16,22,14,0.6363636363636364,Strangulation - hanging,8
7881377,1,"Odessa, TX",1,21,13,0.6190476190476191,"Blunt object - hammer, club, etc",8
18250559,2,"Pine Bluff, AR",7,21,13,0.6190476190476191,Knife or cutting instrument,8
20671618,2,"Harrisburg-Carlisle, PA",5,21,13,0.6190476190476191,"Firearm, type not stated",8
30100755,2,"Fayetteville, NC",5,21,13,0.6190476190476191,"Firearm, type not stated",8
52912192,2,"York-Hanover, PA",10,21,13,0.6190476190476191,Other or type unknown,8
97521717,2,"Las Cruces, NM",10,21,13,0.6190476190476191,Other or type unknown,8
99461655,2,"Huntington-Ashland, WV-KY-OH",7,20,12,0.6,Knife or cutting instrument,8
2599217,1,"Redding, CA",5,19,11,0.5789473684210527,"Firearm, type not stated",8
15477971,1,"Lancaster, PA",5,19,11,0.5789473684210527,"Firearm, type not stated",8
73555231,2,"Youngstown-Warren-Boardman, OH-PA",1,19,11,0.5789473684210527,"Blunt object - hammer, club, etc",8
16456630,1,"Madera, CA",10,18,10,0.5555555555555556,Other or type unknown,8
42426423,2,"Salem, OR",16,18,10,0.5555555555555556,Strangulation - hanging,8
63769799,1,"Fresno, CA",16,18,10,0.5555555555555556,Strangulation - hanging,8
63830861,2,"Grand Rapids-Wyoming, MI",4,18,10,0.5555555555555556,Fire,8
86283779,1,"Tucson, AZ",9,17,9,0.5294117647058824,Other gun,8
46531110,1,"St. Joseph, MO-KS",5,16,8,0.5,"Firearm, type not stated",8
49760341,1,"Anderson, IN",5,16,8,0.5,"Firearm, type not stated",8
76328301,1,"Denver-Aurora, CO",16,16,8,0.5,Strangulation - hanging,8
86878026,1,"Cedar Rapids, IA",5,16,8,0.5,"Firearm, type not stated",8
33730497,2,"Honolulu, HI",16,15,7,0.4666666666666667,Strangulation - hanging,8
61581205,2,"Salinas, CA",16,15,7,0.4666666666666667,Strangulation - hanging,8
63442551,2,"Fort Wayne, IN",10,15,7,0.4666666666666667,Other or type unknown,8
15994404,2,"Yakima, WA",5,14,6,0.42857142857142855,"Firearm, type not stated",8
49940179,2,"Bridgeport-Stamford-Norwalk, CT",4,14,6,0.42857142857142855,Fire,8
55668239,1,"San Diego-Carlsbad-San Marcos, CA",4,14,6,0.42857142857142855,Fire,8
55762216,2,"Amarillo, TX",1,14,6,0.42857142857142855,"Blunt object - hammer, club, etc",8
90365936,1,"Santa Cruz-Watsonville, CA",10,14,6,0.42857142857142855,Other or type unknown,8
93237265,2,"Dayton, OH",4,14,6,0.42857142857142855,Fire,8
176477,1,"Bakersfield, CA",4,13,5,0.38461538461538464,Fire,8
28032210,2,Rural North Carolina,16,13,5,0.38461538461538464,Strangulation - hanging,8
30287350,2,"Mobile, AL",1,13,5,0.38461538461538464,"Blunt object - hammer, club, etc",8
64162021,1,"Honolulu, HI",16,13,5,0.38461538461538464,Strangulation - hanging,8
73826658,1,"Albuquerque, NM",16,13,5,0.38461538461538464,Strangulation - hanging,8
4545569,2,"Worcester, MA",16,11,3,0.2727272727272727,Strangulation - hanging,8
37183686,1,"Flint, MI",9,11,3,0.2727272727272727,Other gun,8
83607765,9,"New Orleans-Metairie-Kenner, LA",6,11,3,0.2727272727272727,"Handgun - pistol, revolver, etc",8
88980275,2,"Flint, MI",16,11,3,0.2727272727272727,Strangulation - hanging,8
4723970,2,"Buffalo-Niagara Falls, NY",17,10,2,0.2,Weapon Not Reported,8
96619532,9,"Jacksonville, FL",6,10,2,0.2,"Handgun - pistol, revolver, etc",8
8738761,2,"Springfield, OH",5,9,1,0.1111111111111111,"Firearm, type not stated",8
38775004,9,"Miami-Fort Lauderdale, FL",6,9,1,0.1111111111111111,"Handgun - pistol, revolver, etc",8
9737715,1,Rural Alabama,17,8,0,0.0,Weapon Not Reported,8
15560792,1,"Columbus, OH",17,8,0,0.0,Weapon Not Reported,8
28584074,2,"Houma-Bayou Cane-Thibodaux, LA",17,8,0,0.0,Weapon Not Reported,8
74773059,2,"Atlanta-Sandy Springs-Marietta, GA",17,8,0,0.0,Weapon Not Reported,8
92707240,1,"Kankakee-Bradley, IL",5,8,0,0.0,"Firearm, type not stated",8
31618474,2,Rural Texas,15,227,220,0.9691629955947136,Shotgun,7
5275183,2,Rural West Virginia,6,220,213,0.9681818181818181,"Handgun - pistol, revolver, etc",7
89290708,2,"Greenville, SC",6,197,190,0.9644670050761421,"Handgun - pistol, revolver, etc",7
60022634,2,"Colorado Springs, CO",6,169,162,0.9585798816568047,"Handgun - pistol, revolver, etc",7
13069892,2,"Houston-Sugar Land-Baytown, TX",14,168,161,0.9583333333333334,Rifle,7
80383063,1,"Greenville, SC",7,167,160,0.9580838323353293,Knife or cutting instrument,7
68941190,1,Rural Wyoming,6,152,145,0.9539473684210527,"Handgun - pistol, revolver, etc",7
54717482,1,Rural Minnesota,6,142,135,0.9507042253521126,"Handgun - pistol, revolver, etc",7
82366654,1,Rural Oklahoma,11,141,134,0.950354609929078,"Personal weapons, includes beating",7
30682161,1,"Tulsa, OK",11,135,128,0.9481481481481482,"Personal weapons, includes beating",7
60967076,2,Rural Oregon,6,124,117,0.9435483870967742,"Handgun - pistol, revolver, etc",7
3200150,2,Rural Virginia,15,122,115,0.9426229508196722,Shotgun,7
24277630,1,"Midland, TX",6,122,115,0.9426229508196722,"Handgun - pistol, revolver, etc",7
57923495,1,"Cleveland-Elyria-Mentor, OH",14,113,106,0.9380530973451328,Rifle,7
39527717,2,Rural Oklahoma,11,110,103,0.9363636363636364,"Personal weapons, includes beating",7
67075641,1,Rural Wisconsin,7,109,102,0.9357798165137615,Knife or cutting instrument,7
66238321,2,Rural Arkansas,15,99,92,0.9292929292929293,Shotgun,7
30897775,1,Rural Vermont,6,97,90,0.9278350515463918,"Handgun - pistol, revolver, etc",7
12236344,1,Rural New York,11,95,88,0.9263157894736842,"Personal weapons, includes beating",7
44291246,2,Rural Missouri,7,95,88,0.9263157894736842,Knife or cutting instrument,7
34271345,1,"Lafayette, LA",7,94,87,0.925531914893617,Knife or cutting instrument,7
8318408,1,"Beaumont-Port Arthur, TX",15,89,82,0.9213483146067416,Shotgun,7
93155166,1,Rural Iowa,7,89,82,0.9213483146067416,Knife or cutting instrument,7
7240188,1,"Sherman-Denison, TX",6,88,81,0.9204545454545454,"Handgun - pistol, revolver, etc",7
83191624,2,Rural Illinois,6,88,81,0.9204545454545454,"Handgun - pistol, revolver, etc",7
77308474,1,"Jonesboro, AR",6,87,80,0.9195402298850575,"Handgun - pistol, revolver, etc",7
82698118,1,"Minneapolis-St. Paul-Bloomington, MN-WI",14,87,80,0.9195402298850575,Rifle,7
75637921,1,"Rocky Mount, NC",7,83,76,0.9156626506024096,Knife or cutting instrument,7
22892486,1,Rural Ohio,11,82,75,0.9146341463414634,"Personal weapons, includes beating",7
23689139,1,"Hickory-Lenoir-Morganton, NC",15,82,75,0.9146341463414634,Shotgun,7
46799926,2,"Charleston-North Charleston, SC",7,82,75,0.9146341463414634,Knife or cutting instrument,7
44833699,2,Rural Michigan,15,77,70,0.9090909090909091,Shotgun,7
51167897,1,"Modesto, CA",11,77,70,0.9090909090909091,"Personal weapons, includes beating",7
39684514,1,Rural Arizona,14,75,68,0.9066666666666666,Rifle,7
27649024,1,"Fayetteville, NC",14,74,67,0.9054054054054054,Rifle,7
29895441,2,"Washington-Arlington-Alexandria, DC-VA-MD-WV",14,73,66,0.9041095890410958,Rifle,7
73759655,1,"Fort Smith, AR-OK",7,73,66,0.9041095890410958,Knife or cutting instrument,7
8063556,1,"Terre Haute, IN",6,72,65,0.9027777777777778,"Handgun - pistol, revolver, etc",7
14884172,1,"Portland-South Portland-Biddeford, ME",6,71,64,0.9014084507042254,"Handgun - pistol, revolver, etc",7
19651946,1,"Portland-Vancouver-Beaverton, OR-WA",15,71,64,0.9014084507042254,Shotgun,7
71384120,1,"Charleston, WV",7,71,64,0.9014084507042254,Knife or cutting instrument,7
85793854,2,"Raleigh-Cary, NC",7,71,64,0.9014084507042254,Knife or cutting instrument,7
37235183,1,"Hickory-Lenoir-Morganton, NC",7,69,62,0.8985507246376812,Knife or cutting instrument,7
90905379,2,Rural Michigan,11,68,61,0.8970588235294118,"Personal weapons, includes beating",7
34164428,1,Rural Missouri,1,67,60,0.8955223880597015,"Blunt object - hammer, club, etc",7
14517290,1,Rural Washington,15,64,57,0.890625,Shotgun,7
16019526,1,"Raleigh-Cary, NC",11,64,57,0.890625,"Personal weapons, includes beating",7
42108562,1,Rural Alaska,15,64,57,0.890625,Shotgun,7
86048719,1,"Tucson, AZ",15,64,57,0.890625,Shotgun,7
89414971,2,"Lansing-East Lansing, MI",6,63,56,0.8888888888888888,"Handgun - pistol, revolver, etc",7
26745634,1,"Albany-Schenectady-Troy, NY",11,62,55,0.8870967741935484,"Personal weapons, includes beating",7
78988028,1,"Santa Fe, NM",14,62,55,0.8870967741935484,Rifle,7
83008615,1,"Gainesville, FL",7,62,55,0.8870967741935484,Knife or cutting instrument,7
3763176,1,"New Haven-Milford, CT",11,60,53,0.8833333333333333,"Personal weapons, includes beating",7
14697689,1,"Tyler, TX",7,60,53,0.8833333333333333,Knife or cutting instrument,7
32694347,1,Rural New Mexico,11,60,53,0.8833333333333333,"Personal weapons, includes beating",7
68927823,1,"Knoxville, TN",14,60,53,0.8833333333333333,Rifle,7
8962518,2,"Santa Rosa-Petaluma, CA",6,58,51,0.8793103448275862,"Handgun - pistol, revolver, etc",7
51109648,2,Rural Ohio,11,58,51,0.8793103448275862,"Personal weapons, includes beating",7
74914646,2,"San Antonio, TX",14,57,50,0.8771929824561403,Rifle,7
86698671,2,"Cape Coral-Fort Myers, FL",11,57,50,0.8771929824561403,"Personal weapons, includes beating",7
19275200,1,"Akron, OH",11,56,49,0.875,"Personal weapons, includes beating",7
3652471,1,"Winston-Salem, NC",14,55,48,0.8727272727272727,Rifle,7
10062591,1,"Augusta-Richmond County, GA-SC",1,55,48,0.8727272727272727,"Blunt object - hammer, club, etc",7
11592708,2,Rural California,14,55,48,0.8727272727272727,Rifle,7
43049074,1,"Saginaw, MI",15,55,48,0.8727272727272727,Shotgun,7
60440057,1,Rural South Dakota,10,55,48,0.8727272727272727,Other or type unknown,7
72180577,2,"Anchorage, AK",5,55,48,0.8727272727272727,"Firearm, type not stated",7
60875032,1,"Salem, OR",7,54,47,0.8703703703703703,Knife or cutting instrument,7
36356066,1,"Cheyenne, WY",6,53,46,0.8679245283018868,"Handgun - pistol, revolver, etc",7
54392377,1,"Lancaster, PA",7,53,46,0.8679245283018868,Knife or cutting instrument,7
79725163,1,"Houma-Bayou Cane-Thibodaux, LA",7,53,46,0.8679245283018868,Knife or cutting instrument,7
85479806,2,"Yakima, WA",6,53,46,0.8679245283018868,"Handgun - pistol, revolver, etc",7
66576764,2,"Los Angeles-Long Beach, CA",2,52,45,0.8653846153846154,Drowning,7
91704010,2,"Deltona-Daytona Beach-Ormond Beach, FL",7,52,45,0.8653846153846154,Knife or cutting instrument,7
98161625,1,"Lakeland, FL",15,52,45,0.8653846153846154,Shotgun,7
51110922,2,Rural California,11,51,44,0.8627450980392157,"Personal weapons, includes beating",7
72724141,2,Rural Louisiana,1,50,43,0.86,"Blunt object - hammer, club, etc",7
89031646,2,"Baton Rouge, LA",11,49,42,0.8571428571428571,"Personal weapons, includes beating",7
96947802,2,"Omaha-Council Bluffs, NE-IA",7,48,41,0.8541666666666666,Knife or cutting instrument,7
47062133,2,"Augusta-Richmond County, GA-SC",11,47,40,0.851063829787234,"Personal weapons, includes beating",7
64748461,2,"Danville, VA",6,47,40,0.851063829787234,"Handgun - pistol, revolver, etc",7
71498605,1,"New York-New Jersey-Long Island, NY-NJ",8,47,40,0.851063829787234,"Narcotics or drugs, sleeping pills",7
71661439,1,"Eugene-Springfield, OR",7,47,40,0.851063829787234,Knife or cutting instrument,7
91673586,2,"Killeen-Temple-Fort Hood, TX",11,46,39,0.8478260869565217,"Personal weapons, includes beating",7
24877436,1,"Erie, PA",7,45,38,0.8444444444444444,Knife or cutting instrument,7
30262050,2,"Syracuse, NY",6,45,38,0.8444444444444444,"Handgun - pistol, revolver, etc",7
60033553,1,"Topeka, KS",10,45,38,0.8444444444444444,Other or type unknown,7
95660604,1,"Amarillo, TX",5,44,37,0.8409090909090909,"Firearm, type not stated",7
50509483,2,Rural Ohio,8,43,36,0.8372093023255814,"Narcotics or drugs, sleeping pills",7
37298248,2,"Saginaw, MI",7,42,35,0.8333333333333334,Knife or cutting instrument,7
45559925,2,"Amarillo, TX",7,42,35,0.8333333333333334,Knife or cutting instrument,7
63414230,1,Rural Alaska,11,42,35,0.8333333333333334,"Personal weapons, includes beating",7
77702639,1,"Valdosta, GA",7,42,35,0.8333333333333334,Knife or cutting instrument,7
91887840,1,"Clarksville, TN-KY",7,42,35,0.8333333333333334,Knife or cutting instrument,7
49877685,1,"Memphis, TN-MS-AR",4,41,34,0.8292682926829268,Fire,7
11932462,2,"Kalamazoo-Portage, MI",10,40,33,0.825,Other or type unknown,7
53683108,1,"Salt Lake City, UT",14,40,33,0.825,Rifle,7
84211992,1,"Colorado Springs, CO",1,40,33,0.825,"Blunt object - hammer, club, etc",7
47260485,2,"Harrisburg-Carlisle, PA",7,39,32,0.8205128205128205,Knife or cutting instrument,7
69273167,2,"Decatur, AL",6,39,32,0.8205128205128205,"Handgun - pistol, revolver, etc",7
9345374,1,"Brownsville-Harlingen, TX",1,38,31,0.8157894736842105,"Blunt object - hammer, club, etc",7
15641612,2,"New Orleans-Metairie-Kenner, LA",14,38,31,0.8157894736842105,Rifle,7
17023112,2,Rural Kentucky,8,38,31,0.8157894736842105,"Narcotics or drugs, sleeping pills",7
8482241,1,"Wichita, KS",1,37,30,0.8108108108108109,"Blunt object - hammer, club, etc",7
32978032,2,"Yuba City, CA",6,37,30,0.8108108108108109,"Handgun - pistol, revolver, etc",7
54073037,1,"Springfield, MA",1,37,30,0.8108108108108109,"Blunt object - hammer, club, etc",7
86798129,1,"Bloomington-Normal, IL",6,37,30,0.8108108108108109,"Handgun - pistol, revolver, etc",7
13458152,1,"Merced, CA",15,35,28,0.8,Shotgun,7
32873608,2,Rural New Mexico,5,35,28,0.8,"Firearm, type not stated",7
38353169,1,"Fort Wayne, IN",1,35,28,0.8,"Blunt object - hammer, club, etc",7
64798801,2,"Lakeland, FL",5,35,28,0.8,"Firearm, type not stated",7
6826446,1,Rural Wisconsin,1,34,27,0.7941176470588235,"Blunt object - hammer, club, etc",7
46990276,1,"Sarasota-Bradenton-Venice, FL",1,34,27,0.7941176470588235,"Blunt object - hammer, club, etc",7
71337072,1,"Omaha-Council Bluffs, NE-IA",1,34,27,0.7941176470588235,"Blunt object - hammer, club, etc",7
77787369,2,"Tulsa, OK",5,34,27,0.7941176470588235,"Firearm, type not stated",7
95656297,2,"Albany-Schenectady-Troy, NY",6,34,27,0.7941176470588235,"Handgun - pistol, revolver, etc",7
88451182,2,"Chico, CA",6,33,26,0.7878787878787878,"Handgun - pistol, revolver, etc",7
64429923,2,"Fort Smith, AR-OK",7,32,25,0.78125,Knife or cutting instrument,7
70967263,1,"Kingston, NY",6,32,25,0.78125,"Handgun - pistol, revolver, etc",7
81372898,2,"Savannah, GA",11,32,25,0.78125,"Personal weapons, includes beating",7
76321637,1,"Las Cruces, NM",5,31,24,0.7741935483870968,"Firearm, type not stated",7
5080268,1,"Wichita Falls, TX",5,30,23,0.7666666666666667,"Firearm, type not stated",7
13098248,2,"Detroit-Warren-Livonia, MI",8,30,23,0.7666666666666667,"Narcotics or drugs, sleeping pills",7
14348909,2,"Clarksville, TN-KY",7,30,23,0.7666666666666667,Knife or cutting instrument,7
15242534,2,"Springfield, MO",10,30,23,0.7666666666666667,Other or type unknown,7
24946417,1,"Houston-Sugar Land-Baytown, TX",0,30,23,0.7666666666666667,Asphyxiation - includes death by gas,7
26311171,1,"Florence-Muscle Shoals, AL",7,30,23,0.7666666666666667,Knife or cutting instrument,7
52289599,2,Rural Nebraska,10,30,23,0.7666666666666667,Other or type unknown,7
62134303,2,"Roanoke, VA",7,30,23,0.7666666666666667,Knife or cutting instrument,7
15865548,2,"Hartford, CT",10,29,22,0.7586206896551724,Other or type unknown,7
62968062,2,"Wichita, KS",5,29,22,0.7586206896551724,"Firearm, type not stated",7
73870800,2,"Little Rock-North Little Rock, AR",1,29,22,0.7586206896551724,"Blunt object - hammer, club, etc",7
8926705,1,"Fort Wayne, IN",14,28,21,0.75,Rifle,7
17546615,2,"Las Vegas-Paradise, NV",0,28,21,0.75,Asphyxiation - includes death by gas,7
23865929,2,Rural Missouri,16,28,21,0.75,Strangulation - hanging,7
27622657,1,Rural Illinois,10,28,21,0.75,Other or type unknown,7
30393040,1,"Springfield, MA",10,28,21,0.75,Other or type unknown,7
41072045,1,"Yuba City, CA",15,28,21,0.75,Shotgun,7
47895252,2,"Yakima, WA",7,28,21,0.75,Knife or cutting instrument,7
60244166,1,"Youngstown-Warren-Boardman, OH-PA",1,28,21,0.75,"Blunt object - hammer, club, etc",7
64727637,1,Rural Nevada,10,28,21,0.75,Other or type unknown,7
68238815,2,"New Orleans-Metairie-Kenner, LA",4,28,21,0.75,Fire,7
91103144,1,"Raleigh-Cary, NC",9,28,21,0.75,Other gun,7
3517932,1,"Hickory-Lenoir-Morganton, NC",5,27,20,0.7407407407407407,"Firearm, type not stated",7
21837009,1,"Denver-Aurora, CO",9,27,20,0.7407407407407407,Other gun,7
95316522,1,"Macon, GA",1,27,20,0.7407407407407407,"Blunt object - hammer, club, etc",7
9215272,2,"Reno-Sparks, NV",1,26,19,0.7307692307692307,"Blunt object - hammer, club, etc",7
28385080,2,"Florence, SC",10,26,19,0.7307692307692307,Other or type unknown,7
32148734,2,"Lexington-Fayette, KY",7,26,19,0.7307692307692307,Knife or cutting instrument,7
74767754,1,"Worcester, MA",1,26,19,0.7307692307692307,"Blunt object - hammer, club, etc",7
62683,2,"Portland-South Portland-Biddeford, ME",7,25,18,0.72,Knife or cutting instrument,7
9521056,2,Rural Oklahoma,5,25,18,0.72,"Firearm, type not stated",7
50641612,1,"Santa Rosa-Petaluma, CA",14,25,18,0.72,Rifle,7
91813276,1,"Rochester, NY",4,25,18,0.72,Fire,7
12586419,2,"Bridgeport-Stamford-Norwalk, CT",5,24,17,0.7083333333333334,"Firearm, type not stated",7
25460153,2,"Seattle-Tacoma-Bellevue, WA",8,24,17,0.7083333333333334,"Narcotics or drugs, sleeping pills",7
26382059,1,"New York-New Jersey-Long Island, NY-NJ",12,24,17,0.7083333333333334,Poison - does not include gas,7
39360973,2,"Beaumont-Port Arthur, TX",5,24,17,0.7083333333333334,"Firearm, type not stated",7
40575328,1,"Battle Creek, MI",10,24,17,0.7083333333333334,Other or type unknown,7
38062777,1,"New York-New Jersey-Long Island, NY-NJ",13,23,16,0.6956521739130435,Pushed or thrown out window,7
44065672,2,"Oxnard-Thousand Oaks-Ventura, CA",16,23,16,0.6956521739130435,Strangulation - hanging,7
47114680,2,"Athens-Clarke County, GA",7,23,16,0.6956521739130435,Knife or cutting instrument,7
57831097,2,"Houston-Sugar Land-Baytown, TX",2,23,16,0.6956521739130435,Drowning,7
59748289,1,"Tyler, TX",5,23,16,0.6956521739130435,"Firearm, type not stated",7
73494924,1,"New Haven-Milford, CT",4,23,16,0.6956521739130435,Fire,7
96939409,1,Rural Oklahoma,4,23,16,0.6956521739130435,Fire,7
5392293,1,"Santa Barbara-Santa Maria, CA",1,22,15,0.6818181818181818,"Blunt object - hammer, club, etc",7
13772672,2,Rural Illinois,1,22,15,0.6818181818181818,"Blunt object - hammer, club, etc",7
23374785,1,"Anniston-Oxford, AL",10,22,15,0.6818181818181818,Other or type unknown,7
31260550,1,"Athens-Clarke County, GA",10,22,15,0.6818181818181818,Other or type unknown,7
56776093,1,"Gadsden, AL",10,22,15,0.6818181818181818,Other or type unknown,7
72743757,1,"Vero Beach, FL",5,22,15,0.6818181818181818,"Firearm, type not stated",7
90607294,2,"Lake Charles, LA",10,22,15,0.6818181818181818,Other or type unknown,7
96455665,2,"Hartford, CT",1,22,15,0.6818181818181818,"Blunt object - hammer, club, etc",7
97977104,1,"Abilene, TX",5,22,15,0.6818181818181818,"Firearm, type not stated",7
8197985,1,"Santa Fe, NM",1,21,14,0.6666666666666666,"Blunt object - hammer, club, etc",7
12085126,1,"Las Cruces, NM",10,21,14,0.6666666666666666,Other or type unknown,7
33065170,1,"Binghamton, NY",5,21,14,0.6666666666666666,"Firearm, type not stated",7
42048345,2,"Fayetteville, NC",1,21,14,0.6666666666666666,"Blunt object - hammer, club, etc",7
47285779,2,"Salinas, CA",11,21,14,0.6666666666666666,"Personal weapons, includes beating",7
66440091,2,"Saginaw, MI",11,21,14,0.6666666666666666,"Personal weapons, includes beating",7
70340927,2,"Charlotte-Gastonia-Concord, NC-SC",16,21,14,0.6666666666666666,Strangulation - hanging,7
77241749,1,"Columbus, GA-AL",14,21,14,0.6666666666666666,Rifle,7
81827387,2,"Denver-Aurora, CO",4,21,14,0.6666666666666666,Fire,7
83754610,2,"Santa Cruz-Watsonville, CA",7,21,14,0.6666666666666666,Knife or cutting instrument,7
86678904,2,"Poughkeepsie-Newburgh-Middletown, NY",10,21,14,0.6666666666666666,Other or type unknown,7
97661704,2,"Goldsboro, NC",11,21,14,0.6666666666666666,"Personal weapons, includes beating",7
9009752,1,"Reading, PA",1,20,13,0.65,"Blunt object - hammer, club, etc",7
11019922,2,"Durham, NC",5,20,13,0.65,"Firearm, type not stated",7
39207997,9,Rural Alabama,6,20,13,0.65,"Handgun - pistol, revolver, etc",7
61291145,2,"Huntington-Ashland, WV-KY-OH",10,20,13,0.65,Other or type unknown,7
62887313,2,"Brownsville-Harlingen, TX",10,20,13,0.65,Other or type unknown,7
71967707,1,Rural Michigan,4,20,13,0.65,Fire,7
73313824,1,"Santa Cruz-Watsonville, CA",1,20,13,0.65,"Blunt object - hammer, club, etc",7
92982318,2,"Tyler, TX",7,20,13,0.65,Knife or cutting instrument,7
24231140,2,"Durham, NC",1,19,12,0.631578947368421,"Blunt object - hammer, club, etc",7
77470810,1,"Hattiesburg, MS",5,19,12,0.631578947368421,"Firearm, type not stated",7
89236544,1,"Canton-Massillon, OH",1,19,12,0.631578947368421,"Blunt object - hammer, club, etc",7
90367516,1,"Boston-Cambridge-Quincy, MA-NH",0,19,12,0.631578947368421,Asphyxiation - includes death by gas,7
4265479,2,"Memphis, TN-MS-AR",0,18,11,0.6111111111111112,Asphyxiation - includes death by gas,7
22064817,2,"Toledo, OH",0,18,11,0.6111111111111112,Asphyxiation - includes death by gas,7
22746820,2,"Lakeland, FL",1,18,11,0.6111111111111112,"Blunt object - hammer, club, etc",7
32551392,1,"Nashville-Davidson-Murfreesboro, TN",4,18,11,0.6111111111111112,Fire,7
69106547,1,"Johnstown, PA",7,18,11,0.6111111111111112,Knife or cutting instrument,7
8461701,1,"Yuba City, CA",10,17,10,0.5882352941176471,Other or type unknown,7
49873218,2,"Visalia-Porterville, CA",16,17,10,0.5882352941176471,Strangulation - hanging,7
60204025,2,"Riverside-San Bernardino, CA",2,17,10,0.5882352941176471,Drowning,7
47772656,1,"Racine, WI",10,16,9,0.5625,Other or type unknown,7
50935456,2,"Visalia-Porterville, CA",1,16,9,0.5625,"Blunt object - hammer, club, etc",7
65217483,1,"Lawton, OK",5,16,9,0.5625,"Firearm, type not stated",7
65419695,2,"Bridgeport-Stamford-Norwalk, CT",16,16,9,0.5625,Strangulation - hanging,7
69973199,1,Rural Nevada,5,16,9,0.5625,"Firearm, type not stated",7
78344345,1,"Tucson, AZ",16,16,9,0.5625,Strangulation - hanging,7
98469742,1,"San Jose-Sunnyvale-Santa Clara, CA",4,16,9,0.5625,Fire,7
5025443,2,"Gadsden, AL",7,15,8,0.5333333333333333,Knife or cutting instrument,7
19999564,1,"Albany-Schenectady-Troy, NY",17,15,8,0.5333333333333333,Weapon Not Reported,7
113526,2,"South Bend-Mishawaka, IN-MI",10,14,7,0.5,Other or type unknown,7
35043593,1,"Santa Cruz-Watsonville, CA",15,14,7,0.5,Shotgun,7
58594754,2,Rural Pennsylvania,16,14,7,0.5,Strangulation - hanging,7
59835943,2,"Flint, MI",4,14,7,0.5,Fire,7
61146591,2,"Houma-Bayou Cane-Thibodaux, LA",5,14,7,0.5,"Firearm, type not stated",7
17093634,1,"Alexandria, LA",1,13,6,0.46153846153846156,"Blunt object - hammer, club, etc",7
56749194,2,"Savannah, GA",16,13,6,0.46153846153846156,Strangulation - hanging,7
80203513,1,"Altoona, PA",10,13,6,0.46153846153846156,Other or type unknown,7
89245516,1,"Pueblo, CO",5,13,6,0.46153846153846156,"Firearm, type not stated",7
96675903,1,"Stockton, CA",4,13,6,0.46153846153846156,Fire,7
39485234,1,"Jefferson City, MO",5,12,5,0.4166666666666667,"Firearm, type not stated",7
41168926,9,"Detroit-Warren-Livonia, MI",5,12,5,0.4166666666666667,"Firearm, type not stated",7
20693066,9,"Washington-Arlington-Alexandria, DC-VA-MD-WV",7,11,4,0.36363636363636365,Knife or cutting instrument,7
28535257,2,"Racine, WI",10,11,4,0.36363636363636365,Other or type unknown,7
63045115,1,"Spartanburg, SC",4,11,4,0.36363636363636365,Fire,7
66016928,2,"St. Louis, MO-IL",9,11,4,0.36363636363636365,Other gun,7
96496832,2,"Atlantic City, NJ",10,11,4,0.36363636363636365,Other or type unknown,7
10578921,1,"Gainesville, FL",10,10,3,0.3,Other or type unknown,7
15960423,1,"Las Vegas-Paradise, NV",9,10,3,0.3,Other gun,7
47184204,9,"Atlanta-Sandy Springs-Marietta, GA",10,9,2,0.2222222222222222,Other or type unknown,7
